oid,title_origin,title,slug,slug_title,actors,directors,Year
5915395f558320113986329c,Edward Scissorhands,Người Kéo Học Yêu - Edward Scissorhands,nguoi keo hoc yeu edward scissorhands,nguoi-keo-hoc-yeu-edward-scissorhands,"[u'Johnny Depp', u'Di Novi Denise', u'Dianne Wiest']",[u'Tim Burton'],1990
5916d4bb558320113b8636d9,Never Die Alone,Không Chết Trong Cô Đơn - Never Die Alone,khong chet trong co don never die alone,khong-chet-trong-co-don-never-die-alone,"[u'Arquette David', u'Camon Alessandro', u'DMX']",[u'Ernest Dickerson'],2004
5916e598558320113b86377b,Waitress,Nữ Bồi Bàn - Waitress,nu boi ban waitress,nu-boi-ban-waitress,"[u'Keri Russell', u'Nathan Fillion', u'Cheryl Hines']",[u'Adrienne Shelly'],2007
5916e7eb558320113b863790,William Shakespeare's Romeo + Juliet,Chuyện Tình Romeo Và Juliet - William Shakespeare's Romeo + Juliet,chuyen tinh romeo va juliet william shakespeares romeo juliet,chuyen-tinh-romeo-va-juliet-william-shakespeares-romeo-juliet,"[u'Leonardo DiCaprio', u' Venora Diane']",[u'Baz Luhrmann'],1996
5916e83b55832011388633c2,Woman On Top,Chuyện Tình Nóng Bỏng - Woman On Top,chuyen tinh nong bong woman on top,chuyen-tinh-nong-bong-woman-on-top,"[u'Benicio Murilo', u'Blasi Vera', u'Cruz Penelope']",[u'Fina Torres'],1999
5918639c558320113b863aa8,47 Ronin,47 Lãng Nhân - 47 Ronin,47 lang nhan 47 ronin,47-lang-nhan-47-ronin,"[u'Keanu Reeves', u'Ko Shibasaki', u'Hiroyuki Sanada']",[u'Carl Rinsch'],2015
5918667e558320113b863ac0,Boyhood,Thời Niên Thiếu - Boyhood,thoi nien thieu boyhood,thoi-nien-thieu-boyhood,"[u'Ellar Coltrane', u'Patricia Arquette', u'Ethan']",[u'Richard Linklater'],2014
59186846558320113b863ad9,Sorry And Thank You,"Cảm Ơn, Tôi Xin Lỗi - Sorry And Thank You",cam on toi xin loi sorry and thank you,cam-on-toi-xin-loi-sorry-and-thank-you,"[u'Kim Ji Ho', u'Nam Myung Ryul', u'Seo Tae-Hwa']",[u'Park Heung-Sik'],2001
59186e10558320113b863b07,Dracula Untold,Ác Quỷ Dracula: Huyền Thoại Chưa Kể - Dracula Untold,ac quy dracula huyen thoai chua ke dracula untold,ac-quy-dracula-huyen-thoai-chua-ke-dracula-untold,"[u'Luke Evans', u'Dominic Cooper', u'Sarah Gadon']",[u'Gary Shore'],2015
5919520c558320113b863cea,Furious 7,Quá Nhanh Quá Nguy Hiểm 7 - Furious 7,qua nhanh qua nguy hiem 7 furious 7,qua-nhanh-qua-nguy-hiem-7-furious-7,"[u'Vin Diesel', u'Paul Walker', u'Dwayne Johnson']",[u'James Wan'],2015
591957e055832011388635ea,Lucy,Lucy Siêu Phàm - Lucy,lucy sieu pham lucy,lucy-sieu-pham-lucy,"[u'Scarlett Johansson', u'Morgan Freeman', u'Min-sik Choi']",[u'Luc Besson'],2015
59195d0755832021cc324e56,The 40 Year-Old Virgin,40 Tuổi Vẫn Còn Zin - The 40 Year-Old Virgin,40 tuoi van con zin the 40 year old virgin,40-tuoi-van-con-zin-the-40-year-old-virgin,"[u'Steve Carell', u'Catherine Keener', u'Paul Rudd']",[u'Judd Apatow'],2005
59195f7255832021ce324e4c,Trainspotting,Lối Sống Trụy Lạc - Trainspotting,loi song truy lac trainspotting,loi-song-truy-lac-trainspotting,"[u'Ewan McGregor', u'Ewen Bremner', u'Jonny Lee Miller']",[u'Danny Boyle'],1998
591960ba55832021cc324f22,The Bourne Identity,Hồ Sơ Điệp Viên Bourne - The Bourne Identity,ho so diep vien bourne the bourne identity,ho-so-diep-vien-bourne-the-bourne-identity,"[u'Matt Damon', u'Chris Cooper', u'Franka Potente']",[u'Doug Liman'],1999
5919610e55832021cc324f29,The Bourne Supremacy,Quyền Lực Của Bourne - The Bourne Supremacy,quyen luc cua bourne the bourne supremacy,quyen-luc-cua-bourne-the-bourne-supremacy,"[u'Matt Damon', u'Joan Allen', u'Julia Stiles']",[u'Paul Greengrass'],2006
59196be855832021ce324eb4,Dead Silence,Im Lặng Là Sống Sót - Dead Silence,im lang la song sot dead silence,im-lang-la-song-sot-dead-silence,"[u'Donnie Wahlberg', u'Amber Valletta', u'Ryan Kwanten']",[u'James Wan'],2007
59196c2355832021cc3251c2,Unbroken,Không Khuất Phục - Unbroken,khong khuat phuc unbroken,khong-khuat-phuc-unbroken,"[u""Jack O'Connell"", u'Miyavi', u'Domhnall Gleeson']",[u'Angelina Jolie'],2015
59196d0055832021ce324eb6,Death Race,Cuộc Đua Tử Thần - Death Race,cuoc dua tu than death race,cuoc-dua-tu-than-death-race,"[u'Jason Statham', u'Joan Allen', u'Ian McShane']",[u'Paul W.S. Anderson'],2008
5919784d55832021cc3252c3,The A-Team,Biệt Đội Hành Động - The A-Team,biet doi hanh dong the a team,biet-doi-hanh-dong-the-a-team,"[u'Liam Neeson', u'Bradley Cooper', u'Jessica Biel']",[u'Joe Carnahan'],2008
591978fe55832021ce324fbf,Avatar,Thế Thân - Avatar,the than avatar,the-than-avatar,"[u'Sam Worthington', u'Zoe Saldana', u'Stephen Lang']",[u'James Cameron'],2009
591979f255832021cc3252c5,Baggage Claim,Hành Lý Tình Yêu - Baggage Claim,hanh ly tinh yeu baggage claim,hanh-ly-tinh-yeu-baggage-claim,"[u'Paula Patton', u'Adam Brody', u'Sweeny', u'Djimon Hounsou']",[u'David E. Talbert'],2012
59197f3555832021cc3252dd,The Fast And The Furious: Tokyo Drift,Quá Nhanh Quá Nguy Hiểm 3: Chinh Phục Tokyo - The Fast And The Furious: Tokyo Drift,qua nhanh qua nguy hiem 3 chinh phuc tokyo the fast and the furious tokyo drift,qua-nhanh-qua-nguy-hiem-3-chinh-phuc-tokyo-the-fast-and-the-furious-tokyo-drift,"[u'Lucas Black', u'Bow Wow', u'Brian Tee']",[u'Justin Lin'],2006
59197f8455832021cc3252df,Bride Wars,Cuộc Chiến Nàng Dâu - Bride Wars,cuoc chien nang dau bride wars,cuoc-chien-nang-dau-bride-wars,"[u'Kate Hudson', u'Anne Hathaway', u'Candice Bergen', u'Chris Pratt']",[u'Gary Winick'],2008
5919809b55832021ce324fcb,The Chronicles Of Narnia: The Voyage Of The Dawn Treader,Hành Trình Trên Tàu Dawn Treader - The Chronicles Of Narnia: The Voyage Of The Dawn Treader,hanh trinh tren tau dawn treader the chronicles of narnia the voyage of the dawn treader,hanh-trinh-tren-tau-dawn-treader-the-chronicles-of-narnia-the-voyage-of-the-dawn-treader,"[u'Georgie Henley', u'Skandar Keynes', u'Will Poulter']",[u'Michael Apted'],2009
5919817255832021cc3252ed,The Counsellor,Ngài Luật Sư - The Counsellor,ngai luat su the counsellor,ngai-luat-su-the-counsellor,"[u'Michael Fassbender', u'Pen\xe9lope Cruz', u'Cameron Diaz']",[u'Ridley Scott'],2012
5919823655832021cc3252f1,The Croods,Cuộc Phiêu Lưu Của Nhà Crood - The Croods,cuoc phieu luu cua nha crood the croods,cuoc-phieu-luu-cua-nha-crood-the-croods,"[u'Nicolas Cage', u'Ryan Reynolds', u'Emma Stone']","[u'Kirk De Micco', u'Chris Sanders']",2012
591a74cc55832021cc3253d8,"I, Robot","Tôi, Robot - I, Robot",toi robot i robot,toi-robot-i-robot,"[u'Will Smith', u'Bridget Moynahan', u'Bruce Greenwood']",[u'Alex Proyas'],2004
591aa19d55832021cd324fb8,Jumper,Người Dịch Chuyển - Jumper,nguoi dich chuyen jumper,nguoi-dich-chuyen-jumper,"[u'Hayden Christensen', u'Samuel L. Jackson', u'Jamie Bell']",[u'Doug Liman'],2007
591ab18855832021ce3250ac,Iron Man 2,Người Sắt 2 - Iron Man 2,nguoi sat 2 iron man 2,nguoi-sat-2-iron-man-2,"[u'Robert Downey Jr.', u'Mickey Rourke', u'Gwyneth Paltrow']",[u'Jon Favreau'],2010
591ab42c55832021cc325607,Mr. & Mrs. Smith,Ông Bà Smith - Mr. & Mrs. Smith,ong ba smith mr mrs smith,ong-ba-smith-mr-mrs-smith,"[u'Brad Pitt', u'Angelina Jolie', u'Adam Brody']",[u'Doug Liman'],2004
591ab8f355832021cc32562e,Percy Jackson & The Olympians: The Lightning Thief,Kẻ Cắp Tia Chớp - Percy Jackson & The Olympians: The Lightning Thief,ke cap tia chop percy jackson the olympians the lightning thief,ke-cap-tia-chop-percy-jackson-the-olympians-the-lightning-thief,"[u'Logan Lerman', u'Kevin McKidd', u'Steve Coogan']",[u'Chris Columbus'],2009
591abd9355832021ce3250db,Rise Of The Planet Of The Apes,Sự Nổi Dậy Của Loài Khỉ - Rise Of The Planet Of The Apes,su noi day cua loai khi rise of the planet of the apes,su-noi-day-cua-loai-khi-rise-of-the-planet-of-the-apes,"[u'James Franco', u'Andy Serkis', u'Freida Pinto']",[u'Rupert Wyatt'],2010
591abeb955832021cc325659,The Secret Life Of Walter Mitty,Bí Mật Của Walter Mitty - The Secret Life Of Walter Mitty,bi mat cua walter mitty the secret life of walter mitty,bi-mat-cua-walter-mitty-the-secret-life-of-walter-mitty,"[u'Ben Stiller', u'Kristen Wiig', u'Jon Daly']",[u'Ben Stiller'],2012
591ac4f255832021cd324fe9,What Happens In Vegas,Tình Yêu Sét Đánh - What Happens In Vegas,tinh yeu set danh what happens in vegas,tinh-yeu-set-danh-what-happens-in-vegas,"[u'Ashton Kutcher', u'Cameron Diaz', u'Rob Corddry', u'Dennis Farina']",[u'Tom Vaughan'],2007
591ac53355832021ce3250fa,Hot Fuzz,Siêu Cớm - Hot Fuzz,sieu com hot fuzz,sieu-com-hot-fuzz,"[u'Simon Pegg', u'Jim Broadbent', u'Nick Frost']",[u'Edgar Wright'],2007
591ac6d155832021cc32569b,In Bruges,Câu Chuyện Tội Phạm - In Bruges,cau chuyen toi pham in bruges,cau-chuyen-toi-pham-in-bruges,"[u'Colin Farrell', u'Ralph Fiennes', u'Brendan Gleeson']",[u'Martin McDonagh'],2008
591ac88e55832021cd324ff4,X-Men: The Last Stand,Dị Nhân 3: Phán Xét Cuối Cùng - X-Men: The Last Stand,di nhan 3 phan xet cuoi cung x men the last stand,di-nhan-3-phan-xet-cuoi-cung-x-men-the-last-stand,"[u'Patrick Stewart', u'Hugh Jackman', u'Halle Berry']",[u'Brett Ratner'],2005
591acc3155832021cc3256cd,The Lost World: Jurassic Park,Công Viên Kỷ Jura 2 - The Lost World: Jurassic Park,cong vien ky jura 2 the lost world jurassic park,cong-vien-ky-jura-2-the-lost-world-jurassic-park,"[u'Jeff Goldblum', u'Julianne Moore', u'Richard Attenborough']",[u'Steven Spielberg'],1997
591ace0055832021cf324fa5,The Mummy Returns,Xác Ướp Trở Lại - The Mummy Returns,xac uop tro lai the mummy returns,xac-uop-tro-lai-the-mummy-returns,"[u'Brendan Fraser', u'Rachel Weisz', u'John Hannah']",[u'Stephen Sommers'],2001
591ad12855832021cd325004,Pitch Black,Quái Vật Trên Hành Tinh Lạ - Pitch Black,quai vat tren hanh tinh la pitch black,quai-vat-tren-hanh-tinh-la-pitch-black,"[u'Vin Diesel', u'Radha Mitchell', u'Cole Hauser']",[u'David Twohy'],2000
591ad7f355832021ce32514e,Aeon Flux,Nữ Chiến Binh Tương Lai - Aeon Flux,nu chien binh tuong lai aeon flux,nu-chien-binh-tuong-lai-aeon-flux,"[u'Charlize Theron', u'Frances McDormand', u'Marton Csokas', u'Sophie Okonedo']",[u'Karyn Kusama'],2005
591ad95c55832021cd32500f,Wild At Heart,Trái Tim Hoang Dã - Wild At Heart,trai tim hoang da wild at heart,trai-tim-hoang-da-wild-at-heart,"[u'Nicolas Cage', u'Laura Dern', u'Willem Dafoe']",[u'David Lynch'],1990
591adc8e55832021cd325013,Breakfast At Tiffany's,Điểm Tâm Ở Tiffany - Breakfast At Tiffany's,diem tam o tiffany breakfast at tiffanys,diem-tam-o-tiffany-breakfast-at-tiffanys,"[u'Audrey Hepburn', u'George Peppard', u'Patricia Neal', u'Martin Balsam', u'Mickey Rooney']",[u'Blake Edwards'],1961
591ade5855832021cc325742,Cowboys & Aliens,Cao Bồi Và Người Ngoài Hành Tinh - Cowboys & Aliens,cao boi va nguoi ngoai hanh tinh cowboys aliens,cao-boi-va-nguoi-ngoai-hanh-tinh-cowboys-aliens,"[u'Daniel Craig', u'Harrison Ford', u'Olivia Wilde', u'Sam Rockwell', u'Clancy Brown', u'Paul Dano']",[u'Jon Favreau'],2011
591ae50b55832021cc325754,Jack Reacher,Phát Súng Cuối Cùng - Jack Reacher,phat sung cuoi cung jack reacher,phat-sung-cuoi-cung-jack-reacher,"[u'Tom Cruise', u'Rosamund Pike', u'Richard Jenkins', u'Werner Herzog', u'David Oyelowo', u'Jai Courtney', u'Joseph Sikora', u'Robert Duvall']",[u'Christopher McQuarrie'],2012
591bc99555832021cd32505c,Lara Croft: Tomb Raider,Bí Mật Ngôi Mộ Cổ - Lara Croft: Tomb Raider,bi mat ngoi mo co lara croft tomb raider,bi-mat-ngoi-mo-co-lara-croft-tomb-raider,"[u'Angelina Jolie', u'Jon Voight', u'Noah Taylor']",[u'Simon West'],2001
591bcccb55832021cc3258e4,Mission: Impossible - Ghost Protocol,Nhiệm Vụ Bất Khả Thi - Chiến Dịch Bóng Ma - Mission: Impossible - Ghost Protocol,nhiem vu bat kha thi chien dich bong ma mission impossible ghost protocol,nhiem-vu-bat-kha-thi-chien-dich-bong-ma-mission-impossible-ghost-protocol,"[u'Tom Cruise', u'Jeremy Renner', u'Paula Patton']",[u'Brad Bird'],2011
591bce0e55832021ce32521a,ATM,Lỗi Tình Yêu - ATM,loi tinh yeu atm,loi-tinh-yeu-atm,"[u'Chantavit Dhnasevi', u'Preechaya Pongthananikorn']",[u'Mez Tharatorn'],2012
591beea355832021cc325921,Pee Mak,Tình Người Duyên Ma - Pee Mak,tinh nguoi duyen ma pee mak,tinh-nguoi-duyen-ma-pee-mak,"[u'Mario Maurer', u'Davika Hoorne', u'Nattapong Chartpong']",[u'Banjong Pisanthanakun'],2013
591bf55d55832021cd325113,Paranormal Activity 3,Hiện Tượng Siêu Nhiên 3 - Paranormal Activity 3,hien tuong sieu nhien 3 paranormal activity 3,hien-tuong-sieu-nhien-3-paranormal-activity-3,"[u'Lauren Bittner', u'Chris Smith', u'Chloe Csengery']","[u' Henry Joost', u'Ariel Schulman']",2011
591bfabf55832021cd325119,The Dictator,Kẻ Độc Tài - The Dictator,ke doc tai the dictator,ke-doc-tai-the-dictator,"[u'Sacha Baron Cohen', u'Anna Faris', u'Ben Kingsley']",[u'Larry Charles'],2012
591c03a555832021cc325a48,Transformers: Dark Of The Moon,Đại Chiến Robot: Vùng Tối Của Mặt Trăng  - Transformers: Dark Of The Moon,dai chien robot vung toi cua mat trang transformers dark of the moon,dai-chien-robot-vung-toi-cua-mat-trang-transformers-dark-of-the-moon,"[u'Shia LaBeouf', u'Hugo Weaving', u'Josh Duhamel']",[u'Michael Bay'],2011
591c04d355832021cc325a55,World War Z,Thế Chiến Z - World War Z,the chien z world war z,the-chien-z-world-war-z,"[u'Brad Pitt', u'Mireille Enos', u'Fana Mokoena']",[u'Marc Forster'],2013
591c08ac55832021cc325a65,10 Cloverfield Lane,Căn Hầm Thảm Hoạ - 10 Cloverfield Lane,can ham tham hoa 10 cloverfield lane,can-ham-tham-hoa-10-cloverfield-lane,"[u'Mary Elizabeth Winstead', u'John Goodman', u'John Gallagher Jr.']",[u'Dan Trachtenberg'],2016
591c13a055832021cc325a86,Central Intelligence,Điệp Viên Không Hoàn Hảo - Central Intelligence,diep vien khong hoan hao central intelligence,diep-vien-khong-hoan-hao-central-intelligence,"[u'Dwayne Johnson', u'Kevin Hart', u'Danielle Nicolet']",[u'Rawson Marshall Thurber'],2016
591c143b55832021cc325a88,Kubo And The Two Strings,Kubo Và Sứ Mệnh Samurai - Kubo And The Two Strings,kubo va su menh samurai kubo and the two strings,kubo-va-su-menh-samurai-kubo-and-the-two-strings,"[u'Matthew McConaughey', u'Charlize Theron', u'Rooney Mara']",[u'Travis Knight'],2016
591c164655832021cc325a8e,The Purge: Election Year,Sự Thanh Trừng: Năm Bầu Cử - The Purge: Election Year,su thanh trung nam bau cu the purge election year,su-thanh-trung-nam-bau-cu-the-purge-election-year,"[u'Frank Grillo', u'Elizabeth Mitchell', u'Mykelti Williamson']",[u'James DeMonaco'],2016
591c184e55832021cc325a91,The Secret Life Of Pets,Đẳng Cấp Thú Cưng - The Secret Life Of Pets,dang cap thu cung the secret life of pets,dang-cap-thu-cung-the-secret-life-of-pets,"[u'Louis C.K.', u'Eric Stonestreet', u'Kevin Hart']","[u'Chris Renaud', u'Yarrow Cheney']",2016
591c1ac755832021ce32528e,Jason Bourne,Siêu Điệp Viên Tái Xuất - Jason Bourne,sieu diep vien tai xuat jason bourne,sieu-diep-vien-tai-xuat-jason-bourne,"[u'Matt Damon', u'Julia Stiles', u'Tommy Lee Jones']",[u'Paul Greengrass'],2016
591c1ec855832021cc325aa6,Miss Peregrine's Home for Peculiar Children,Mái Ấm Lạ Kỳ Của Cô Peregrine - Miss Peregrine's Home for Peculiar Children,mai am la ky cua co peregrine miss peregrines home for peculiar children,mai-am-la-ky-cua-co-peregrine-miss-peregrines-home-for-peculiar-children,"[u'Eva Green', u'Asa Butterfield', u'Samuel L. Jackson']",[u'Tim Burton'],2016
591d23fd55832021cc325b78,Absolutely Fabulous: The Movie,Tột Cùng Sang Chảnh - Absolutely Fabulous: The Movie,tot cung sang chanh absolutely fabulous the movie,tot-cung-sang-chanh-absolutely-fabulous-the-movie,"[u'Gwendoline Christie', u'Cara Delevingne', u'Rebel Wilson']",[u'Mandie Fletcher'],2016
591d5bbd5583204b7ec67623,Fee of Love,Lệ Phí Tình Yêu  - Fee of Love,le phi tinh yeu fee of love,le-phi-tinh-yeu-fee-of-love,"[u'Minh H\u1eb1ng', u'Huy Kh\xe1nh', u'Ng\u1ecdc Quy\xean', u'Minh Thu\u1eadn']",[u'Minh Chung'],2009
591d5f075583204b7fc67621,Lost In Paradise,Hot Boy Nổi Loạn - Lost In Paradise,hot boy noi loan lost in paradise,hot-boy-noi-loan-lost-in-paradise,"[u'L\u01b0\u01a1ng M\u1ea1nh H\u1ea3i', u'H\u1ed3 V\u0129nh Khoa', u'La Qu\u1ed1c H\xf9ng']",[u'V\u0169 Ng\u1ecdc \u0110\xe3ng'],2011
591d63485583204b80c67646,Pete's Dragon,Pete Và Người Bạn Rồng - Pete's Dragon,pete va nguoi ban rong petes dragon,pete-va-nguoi-ban-rong-petes-dragon,"[u'Bryce Dallas Howard', u'Robert Redford', u'Oakes Fegley']",[u'David Lowery'],2016
591dfd9c5583204b80c67720,Jack Reacher: Never Go Back,Jack Reacher: Không Quay Đầu - Jack Reacher: Never Go Back,jack reacher khong quay dau jack reacher never go back,jack-reacher-khong-quay-dau-jack-reacher-never-go-back,"[u'Tom Cruise', u'Cobie Smulders', u'Aldis Hodge']",[u'Edward Zwick'],2016
591e69be5583204b80c67774,Fifty Shades Darker,50 Sắc Thái - Đen - Fifty Shades Darker,50 sac thai den fifty shades darker,50-sac-thai-den-fifty-shades-darker,"[u'Dakota Johnson', u'Jamie Dornan', u'Eric Johnson ']",[u'James Foley'],2017
591e6c355583204b7ec6779d,Monster Trucks,Xe Tải Quái Vật - Monster Trucks,xe tai quai vat monster trucks,xe-tai-quai-vat-monster-trucks,"[u'Lucas Till', u'Jane Levy', u'Thomas Lennon']",[u'Chris Wedge'],2017
591e6db85583204b80c67797,Rings,Vòng Tròn Tử Thần - Rings,vong tron tu than rings,vong-tron-tu-than-rings,"[u""Vincent D'Onofrio"", u'Alex Roe', u'Johnny Galecki']",[u'F. Javier Guti\xe9rrez'],2017
591e73b95583204b80c677cc,Split,Tách Biệt - Split,tach biet split,tach-biet-split,"[u'James McAvoy', u'Anya Taylor-Joy,']",[u'M. Night Shyamalan'],2016
591e74925583204b80c677d7,The Great Wall,Tử Chiến Trường Thành - The Great Wall,tu chien truong thanh the great wall,tu-chien-truong-thanh-the-great-wall,"[u'Willem Dafoe', u'L\u01b0u \u0110\u1ee9c Hoa', u'Matt Damon', u'B\xe0nh Vu Y\u1ebfn', u'C\u1ea3nh \u0110i\u1ec1m', u'Ho\xe0ng Hi\xean']",[u'Tr\u01b0\u01a1ng Ngh\u1ec7 M\u01b0u'],2017
591e77655583204b7ec677e3,xXx: Return of Xander Cage,Điệp Viên xXx: Phản Đòn - xXx: Return of Xander Cage,diep vien xxx phan don xxx return of xander cage,diep-vien-xxx-phan-don-xxx-return-of-xander-cage,"[u'Vin Diesel', u'Donnie Yen', u'Deepika Padukone']",[u'D.J. Caruso'],2017
5928f44d5583204f51664db9,Project Almanac,Du Hành Quá Khứ - Project Almanac,du hanh qua khu project almanac,du-hanh-qua-khu-project-almanac,"[u'Jonny Weston', u""Sofia Black-D'Elia"", u'Sam Lerner']",[u'Dean Israelite'],2015
592b9a055583204f4f664c5b,Top Five,Vai Diễn Cuộc Đời - Top Five,vai dien cuoc doi top five,vai-dien-cuoc-doi-top-five,"[u'Chris Rock', u'Rosario Dawson', u'J.B. Smoove']",[u'Chris Rock'],2014
595625745583204248bc85ff,Logan,Người Sói: Trận Chiến Cuối Cùng - Logan,nguoi soi tran chien cuoi cung logan,nguoi-soi-tran-chien-cuoi-cung-logan,"[u'Hugh Jackman', u'Patrick Stewart', u'Dafne Keen']",[u'James Mangold'],2017
5956265c5583204248bc8609,Beauty And The Beast,Người Đẹp Và Quái Vật - Beauty And The Beast,nguoi dep va quai vat beauty and the beast,nguoi-dep-va-quai-vat-beauty-and-the-beast,"[u'Emma Watson', u'Dan Stevens', u'Luke Evans']",[u'Bill Condon'],2017
595627375583204248bc8610,A Cure For Wellness,Phương Thuốc Kỳ Bí  - A Cure For Wellness,phuong thuoc ky bi a cure for wellness,phuong-thuoc-ky-bi-a-cure-for-wellness,"[u'Dane DeHaan', u'Jason Isaacs', u'Mia Goth']",[u'Gore Verbinski'],2017
595627f15583204248bc8615,Table 19,Bàn Số 19 - Table 19,ban so 19 table 19,ban-so-19-table-19,"[u'Anna Kendrick', u'Rya Meyers', u'Lisa Kudrow']",[u'Jeffrey Blitz'],2017
5971880d5583204fed4d2e2a,Abraham Lincoln Vampire Hunter,Thợ Săn Ma Cà Rồng - Abraham Lincoln Vampire Hunter,tho san ma ca rong abraham lincoln vampire hunter,tho-san-ma-ca-rong-abraham-lincoln-vampire-hunter,"[u'Benjamin Walker', u'Mary Elizabeth Winstead', u'Dominic Cooper']",[u'Timur Bekmambetov'],2012
5972df8a55832033f73a0b0e,Ghost In The Shell ,Vỏ Bọc Ma - Ghost In The Shell ,vo boc ma ghost in the shell,vo-boc-ma-ghost-in-the-shell,"[u'Scarlett Johansson', u'Pilou Asb\xe6k', u'Takeshi Kitano']",[u'Rupert Sanders'],2017
597592e255832033f73a0d3f,Exodus: Gods and Kings,Cuộc Chiến Chống Pha-Ra-Ông - Exodus: Gods and Kings,cuoc chien chong pha ra ong exodus gods and kings,cuoc-chien-chong-pha-ra-ong-exodus-gods-and-kings,"[u'Christian Bale', u'Joel Edgerton', u'Ben Kingsley']",[u'Ridley Scott'],2013
5975939255832033f43a0a8d,The Fault in Our Stars,Khi Lỗi Thuộc Về Những Vì Sao - The Fault in Our Stars,khi loi thuoc ve nhung vi sao the fault in our stars,khi-loi-thuoc-ve-nhung-vi-sao-the-fault-in-our-stars,"[u'Shailene Woodley', u'Ansel Elgort', u'Nat Wolff']",[u'Josh Boone'],2013
5975aad955832033f63a0ca4,Noah,Đại Hồng Thủy - Noah,dai hong thuy noah,dai-hong-thuy-noah,"[u'Russell Crowe', u'Jennifer Connelly', u'Anthony Hopkins']",[u'Darren Aronofsky'],2012
5975b90d55832033f73a0dc7,The Boss Baby,Nhóc Trùm - The Boss Baby,nhoc trum the boss baby,nhoc-trum-the-boss-baby,"[u'Alec Baldwin', u'Steve Buscemi', u'Jimmy Kimmel']",[u'Tom Mcgrath'],2017
5975b93755832033f53a0c11,Spy,Quý Bà Điệp Viên - Spy,quy ba diep vien spy,quy-ba-diep-vien-spy,"[u'Melissa McCarthy', u'Rose Byrne', u'Jude Law']",[u'Paul Feig'],2014
5976f9bb5583206916393612,The Godfather: Part II,Bố Già 2 - The Godfather: Part II,bo gia 2 the godfather part ii,bo-gia-2-the-godfather-part-ii,"[u'Al Pacino', u'Robert De Niro', u'Robert Duvall']",[u'Francis Ford Coppola'],1974
59796b015583207ceb4f0ccb,Part Time Spy,Điệp Viên Ngoài Giờ - Part Time Spy,diep vien ngoai gio part time spy,diep-vien-ngoai-gio-part-time-spy,"[u'Kang Ye-won', u'Han Chae Ah', u'Jo Jae-yoon']",[u'Kim Deok-soo'],2017
59802a005583202285c307f4,Gifted,Cô Bé Thần Đồng - Gifted,co be than dong gifted,co-be-than-dong-gifted,"[u'Chris Evans', u'Mckenna Grace', u'Lindsay Duncan']",[u'Marc Webb'],2017
59802b095583202285c307f9,The Fate of the Furious 8,Quá Nhanh Quá Nguy Hiểm 8 - The Fate of the Furious 8,qua nhanh qua nguy hiem 8 the fate of the furious 8,qua-nhanh-qua-nguy-hiem-8-the-fate-of-the-furious-8,"[u'Vin Diesel', u'Jason Statham', u'Dwayne Johnson']",[u'F. Gary Gray'],2017
598c19185583200a6e0fa0cf,Snatched,Mẹ Con Bá Đạo - Snatched,me con ba dao snatched,me-con-ba-dao-snatched,"[u'Amy Schumer', u'Kim Caramele', u'Raven Goodwin']",[u'Jonathan Levine'],2017
59b66029558320083b5c1ecd,Alien: Covenant,Quái Vật Không Gian: Khế Ước - Alien: Covenant,quai vat khong gian khe uoc alien covenant,quai-vat-khong-gian-khe-uoc-alien-covenant,"[u'Michael Fassbender', u'Katherine Waterston', u'Billy Crudup']",[u'Ridley Scott'],2017
59b7bba6558320083c5c2885,Baywatch,Đội Cứu Hộ Bãi Biển - Baywatch,doi cuu ho bai bien baywatch,doi-cuu-ho-bai-bien-baywatch,"[u'Dwayne Johnson', u'Zac Efron', u'Alexandra Daddario']",[u'Seth Gordon'],2017
5918278e558320113b8639e8,Hollow,Đoạt Hồn - Hollow,doat hon hollow,doat-hon-hollow,"[u'Tr\u1ea7n B\u1ea3o S\u01a1n', u'Ng\u1ecdc Hi\u1ec7p', u'Mai Th\u1ebf Hi\u1ec7p']",[u'Ham Tran'],2014
59182b83558320113a8633c4,Maze of Fear,Xinê…Ma - Maze of Fear,xinema maze of fear,xinema-maze-of-fear,"[u'Yusa Sugimoto', u'Maki Itoh', u'Rina Fukuyama']",[u'Yusuke Wakabayashi'],2015
59182e24558320113a8633c7,Handsome Son,Sơn Đẹp Trai - Handsome Son,son dep trai handsome son,son-dep-trai-handsome-son,"[u'Ki\u1ec1u Minh Tu\u1ea5n', u'Lan Khu\xea', u'Lan Ph\u01b0\u01a1ng', u'Tr\u01b0\u1eddng Giang']",[u'Tr\u01b0\u01a1ng Quang Th\u1ecbnh'],2015
59182f27558320113b8639ef,Fall in Love,Trót Yêu - Fall in Love,trot yeu fall in love,trot-yeu-fall-in-love,"[u'\u0110\u1ee9c H\u1ea3i', u'C\xe1t Ph\u01b0\u1ee3ng', u'Vi\u1ec7t Trinh', u'Kh\xe1nh My']",[u'Ch\xe2u Th\u1ed5'],2015
59182ff6558320113b8639f1,I Love Mom,Mẹ Ơi Con Về - I Love Mom,me oi con ve i love mom,me-oi-con-ve-i-love-mom,"[u'Ng\u1ecdc Gi\xe0u', u'\xd4n B\xedch H\u1eb1ng', u'Anh T\xe2m']",[u'Ch\xe2u Th\u1ed5'],2015
